location,min_temp_c,max_temp_c,rainfall_mm,wind_gust_kmh,humidity_9am_pct,humidity_3pm_pct,temp_9am_c,temp_3pm_c,pressure_9am,pressure_3pm,rain_today,rain_tomorrow
Wollongong,18.0,27.7,0.0,41.0,79,75,20.1,23.4,1014.3,1009.2,No,No
Wollongong,19.9,24.6,0.0,48.0,81,80,22.6,22.8,1010.9,1011.0,No,No
Wollongong,10.1,17.9,0.0,74.0,43,26,12.1,17.7,1014.2,1014.5,No,No
Wollongong,9.5,14.3,0.0,52.0,68,57,10.7,13.2,1026.3,1023.6,No,No
Wollongong,9.0,15.1,0.2,35.0,66,62,13.1,14.8,1021.6,1019.4,No,No
Wollongong,20.1,24.2,0.0,59.0,81,91,21.8,19.0,1010.0,1012.1,No,Yes
Wollongong,18.7,21.5,6.2,48.0,91,86,20.2,20.2,1017.2,1016.0,Yes,Yes
Wollongong,10.4,14.8,0.0,33.0,62,69,12.2,13.6,1018.4,1013.3,No,Yes
Wollongong,11.1,16.8,0.0,50.0,54,56,14.0,15.9,1027.3,1026.4,No,No
Wollongong,19.9,26.7,0.0,41.0,78,70,23.0,26.2,1012.7,1009.4,No,No
Wollongong,13.9,20.9,0.0,33.0,51,52,18.4,19.3,1023.0,1022.9,No,No
