title,artist,popularity,album,playlist_name,genre,subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Thinkin Bout You,Frank Ocean,75,channel ORANGE,PROJECT: Contemporary,r&b,urban contemporary,72.1,33.900000000000006,0,-11.195,1,5.319999999999999,40.9,0.153,9.73,20.0,129.83,200747
Swim Good,Frank Ocean,65,Swim Good,Urban Contemporary,r&b,urban contemporary,65.3,66.8,0,-8.183,1,8.81,0.116,0.269,7.31,71.1,160.048,257187
Lost,Frank Ocean,67,channel ORANGE,Urban Contemporary,r&b,urban contemporary,91.3,60.3,8,-4.892,1,22.6,2.72,0.0503,16.7,49.7,123.061,234093
Pink Matter,Frank Ocean,65,channel ORANGE,Urban Contemporary,r&b,urban contemporary,39.2,23.3,11,-11.012,0,5.87,95.1,0.0322,10.6,49.4,176.569,268813
Forrest Gump,Frank Ocean,65,channel ORANGE,Urban Contemporary,r&b,urban contemporary,70.1,41.7,6,-7.818,0,3.29,8.88,0.0648,37.5,18.6,95.003,194840
Nikes,Frank Ocean,72,Blonde,Urban Contemporary,r&b,urban contemporary,54.3,39.4,8,-9.637,1,8.64,69.5,0.0239,10.8,11.8,137.811,314075
Ivy,Frank Ocean,77,Blonde,Urban Contemporary,r&b,urban contemporary,56.7,38.8,9,-9.579,0,3.84,78.2,0.0308999999999999,24.8,45.2,116.362,249191
Solo,Frank Ocean,69,Blonde,Urban Contemporary,r&b,urban contemporary,44.4,28.7,5,-10.631,0,3.75,84.89999999999999,0.000282,16.1,24.6,124.027,257380
Good Guy,Frank Ocean,64,Blonde,Urban Contemporary,r&b,urban contemporary,51.3,13.1,0,-12.787,1,46.7,98.3,0.414,12.0,81.39999999999999,105.808,66786
Nights,Frank Ocean,78,Blonde,Urban Contemporary,r&b,urban contemporary,46.6,54.8,5,-9.362,0,11.8,42.0,0.000101,11.3,42.3,89.815,307151
White Ferrari,Frank Ocean,71,Blonde,Urban Contemporary,r&b,urban contemporary,44.4,9.24,0,-15.605,1,3.66,78.4,0.0,30.4,21.9,108.917,248808
Godspeed,Frank Ocean,66,Blonde,Urban Contemporary,r&b,urban contemporary,42.1,9.52,6,-12.561,1,4.79,93.1,0.0201,12.6,7.729999999999999,109.698,177922
Chanel,Frank Ocean,82,Chanel,Urban Contemporary,r&b,urban contemporary,77.60000000000001,50.3,0,-5.732,0,23.7,87.4,0.0,11.2,47.3,110.134,210285
Lens,Frank Ocean,61,Lens,Urban Contemporary,r&b,urban contemporary,68.10000000000001,33.300000000000004,9,-8.582,1,9.74,58.8,0.0,8.6,56.39999999999999,118.05,227655
Biking (Solo),Frank Ocean,59,Biking (Solo),Urban Contemporary,r&b,urban contemporary,64.0,54.8,7,-6.965,1,14.7,54.3,0.00031,30.3,18.1,148.077,212495
Provider,Frank Ocean,67,Provider,Urban Contemporary,r&b,urban contemporary,65.4,32.5,2,-11.925,1,28.2,74.0,0.00214,15.2,39.0,139.886,243238
Moon River,Frank Ocean,70,Moon River,Urban Contemporary,r&b,urban contemporary,24.0,11.6,0,-13.216,1,3.29,87.7,0.092,10.0,9.37,77.349,188324
Pink + White,Frank Ocean,77,Blonde,Ultimate Indie Presents... Best Indie Tracks of the 2010s,r&b,hip pop,54.400000000000006,55.2,9,-7.45,1,9.91,67.0,0.00457,41.5,55.400000000000006,159.738,184516
Thinkin Bout You,Frank Ocean,75,channel ORANGE,Ultimate Indie Presents... Best Indie Tracks of the 2010s,r&b,hip pop,72.1,33.900000000000006,0,-11.195,1,5.319999999999999,40.9,0.153,9.73,20.0,129.83,200747
In My Room,Frank Ocean,79,In My Room,Ultimate Indie Presents... Best Tracks of 2019,r&b,hip pop,86.1,64.7,7,-7.425,1,6.75,59.4,66.10000000000001,11.4,67.0,158.037,133680
Pilot Jones,Frank Ocean,55,channel ORANGE (Explicit Version),Neo-Soul,r&b,neo soul,39.4,43.3,8,-13.473,1,37.4,48.5,0.00781,81.69999999999999,39.4,118.988,184080
Monks,Frank Ocean,57,channel ORANGE,NEO-soul,r&b,neo soul,74.7,75.8,0,-4.743,0,17.9,5.21,0.0,21.4,60.1,102.02,200240
Chanel,Frank Ocean,82,Chanel,NEO-soul,r&b,neo soul,77.60000000000001,50.3,0,-5.732,0,23.7,87.4,0.0,11.2,47.3,110.134,210285
Lost,Frank Ocean,67,channel ORANGE,NEO-soul,r&b,neo soul,91.3,60.3,8,-4.892,1,22.6,2.72,0.0503,16.7,49.7,123.061,234093
Pink Matter,Frank Ocean,65,channel ORANGE,NEO-soul,r&b,neo soul,39.2,23.3,11,-11.012,0,5.87,95.1,0.0322,10.6,49.4,176.569,268813
Pink + White,Frank Ocean,77,Blonde,NEO-soul,r&b,neo soul,54.400000000000006,55.2,9,-7.45,1,9.91,67.0,0.00457,41.5,55.400000000000006,159.738,184516
Lens,Frank Ocean,61,Lens,NEO-soul,r&b,neo soul,68.10000000000001,33.300000000000004,9,-8.582,1,9.74,58.8,0.0,8.6,56.39999999999999,118.05,227655
Moon River,Frank Ocean,70,Moon River,NEO-soul,r&b,neo soul,24.0,11.6,0,-13.216,1,3.29,87.7,0.092,10.0,9.37,77.349,188324
Nights,Frank Ocean,78,Blonde,NEO-soul,r&b,neo soul,46.6,54.8,5,-9.362,0,11.8,42.0,0.000101,11.3,42.3,89.815,307151
Sweet Life,Frank Ocean,58,channel ORANGE (Explicit Version),Neo-Jazz Soul RnB & Afro,r&b,neo soul,47.9,55.8,11,-6.074,1,17.9,22.7,0.0,8.08,80.0,83.465,262680
Self Control,Frank Ocean,74,Blonde,Neo-Jazz Soul RnB & Afro,r&b,neo soul,57.2,20.9,8,-10.413,1,3.1300000000000003,76.5,0.0,35.6,44.6,80.069,249668
Lost,Frank Ocean,68,channel ORANGE (Explicit Version),Neo-Jazz Soul RnB & Afro,r&b,neo soul,91.3,60.3,8,-4.892,1,22.6,2.72,0.0503,16.7,49.7,123.061,234093
Hero,Frank Ocean,51,Three Artists. One Song,Sexy Soul 2020,r&b,neo soul,66.4,67.4,11,-8.307,0,3.02,1.82,20.3,7.39,23.4,104.002,165468
Don't Stop The Rock,Freestyle,39,Don't Stop The Rock,Electropop And Play,pop,electropop,95.1,73.6,10,-8.286,1,5.99,9.8,0.0217,30.7,55.8,121.075,330693
The Party Has Begun,Freestyle,28,Don't Stop The Rock,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop,86.7,67.80000000000001,5,-9.06,1,7.77,2.53,2.75,27.500000000000004,54.7,127.725,393107
It's Automatic,Freestyle,34,It's Automatic,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop,78.0,76.6,1,-7.752,1,3.46,0.194,0.334,7.75,75.0,124.884,351318
Lips Of An Angel,Hinder,71,Extreme Behavior,Permanent Wave,rock,permanent wave,47.6,73.6,2,-5.38,1,3.43,2.17,0.000108,20.3,25.1,129.084,261853
Better Than Me,Hinder,61,Extreme Behavior,Permanent Wave,rock,permanent wave,44.9,68.2,2,-5.295,0,2.9000000000000004,20.5,0.0,17.5,25.4,139.924,223533
Without You,Hinder,56,Take It To The Limit,Permanent Wave,rock,permanent wave,41.0,81.6,3,-3.83,1,3.3300000000000005,2.92,0.00201,12.9,28.8,136.014,232267
Lips Of An Angel,Hinder,71,Extreme Behavior,HARD ROCK CAFE,rock,hard rock,47.6,73.6,2,-5.38,1,3.43,2.17,0.000108,20.3,25.1,129.084,261853
Use Me,Hinder,45,Take It To The Limit,New Hard Rock,rock,hard rock,49.3,97.9,0,-3.08,1,7.22,0.0292,0.124,37.8,43.5,134.055,229733
Get Stoned,Hinder,60,Extreme Behavior,New Hard Rock,rock,hard rock,44.8,93.3,7,-4.082,0,4.21,0.0417,0.0453999999999999,21.9,50.5,75.991,218307
Billie Jean,Honeywagon,34,Songs From Neverland,Bluegrass Covers,r&b,hip pop,74.3,42.2,7,-11.887,0,3.31,54.1,0.000226,14.9,69.0,111.933,285920
Beat It,Honeywagon,31,Songs From Neverland,Bluegrass Covers,r&b,hip pop,69.3,41.2,2,-11.337,0,2.9000000000000004,11.5,0.0,8.95,53.900000000000006,138.024,214227
The Way You Make Me Feel,Honeywagon,30,Songs From Neverland,Bluegrass Covers,r&b,hip pop,66.7,57.4,2,-9.847,1,3.15,20.5,0.0,12.2,88.2,139.911,193093
Jump Around,House Of Pain,74,House of Pain (Fine Malt Lyrics),90's Hip Hop Ultimate Collection,rap,southern hip hop,85.39999999999999,71.0,4,-6.32,0,7.93,1.13,0.00872,16.6,81.8,106.894,214947
Put Your Head Out,House Of Pain,40,House of Pain (Fine Malt Lyrics),90's Hip Hop Ultimate Collection,rap,southern hip hop,82.69999999999999,67.60000000000001,7,-9.735,1,26.200000000000003,2.5700000000000003,0.00048,7.9,79.2,97.835,182160
Top O' the Morning to Ya,House Of Pain,48,House of Pain (Fine Malt Lyrics),90's Hip Hop Ultimate Collection,rap,southern hip hop,82.69999999999999,61.9,1,-10.173,0,11.0,0.365,1.1,33.7,73.0,111.083,216320
House and the Rising Son,House Of Pain,36,House of Pain (Fine Malt Lyrics),90's Hip Hop Ultimate Collection,rap,southern hip hop,90.2,52.400000000000006,8,-8.394,1,10.9,0.177,0.00133,8.540000000000001,55.3,92.986,219200
Shamrocks and Shenanigans,House Of Pain,43,House of Pain (Fine Malt Lyrics),90's Hip Hop Ultimate Collection,rap,southern hip hop,90.4,60.6,1,-6.122,1,28.6,29.6,0.0197,23.6,21.1,100.195,219107
No Role Modelz,J. Cole,82,2014 Forest Hills Drive,10er Playlist,pop,electropop,69.6,52.1,10,-8.465,0,33.2,30.2,0.0,5.65,45.8,100.0,292987
No Role Modelz,J. Cole,82,2014 Forest Hills Drive,Hip Hop Controller,rap,hip hop,69.6,52.1,10,-8.465,0,33.2,30.2,0.0,5.65,45.8,100.0,292987
MIDDLE CHILD,J. Cole,86,MIDDLE CHILD,Hip-Hop Favourites,rap,hip hop,83.7,36.4,8,-11.713,1,27.6,14.9,0.0,27.1,46.3,123.984,213594
Deja Vu,J. Cole,70,4 Your Eyez Only,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",rap,southern hip hop,65.7,42.1,9,-11.378,1,41.2,35.2,0.0218,18.7,18.1,174.063,264747
MIDDLE CHILD,J. Cole,86,MIDDLE CHILD,Trap Americana,rap,trap,83.7,36.4,8,-11.713,1,27.6,14.9,0.0,27.1,46.3,123.984,213594
MIDDLE CHILD,J. Cole,86,MIDDLE CHILD,Chixtape 5 - Tory Lanez,r&b,urban contemporary,83.7,36.4,8,-11.713,1,27.6,14.9,0.0,27.1,46.3,123.984,213594
MIDDLE CHILD,J. Cole,86,MIDDLE CHILD,Hip pop,r&b,hip pop,83.7,36.4,8,-11.713,1,27.6,14.9,0.0,27.1,46.3,123.984,213594
Wet Dreamz,J. Cole,78,2014 Forest Hills Drive,Smooth Hip Hop,r&b,hip pop,50.4,70.5,6,-8.205,0,36.4,7.52,0.0,12.8,58.4,175.483,239320
Apparently,J. Cole,69,2014 Forest Hills Drive,Smooth Hip Hop,r&b,hip pop,80.10000000000001,54.3,5,-9.236,1,9.1,56.39999999999999,0.0,11.6,53.400000000000006,133.982,293040
Wet Dreamz,J. Cole,78,2014 Forest Hills Drive,Saxophone in Hip Hop - R&B Lounge - Jazz Rap,r&b,neo soul,50.4,70.5,6,-8.205,0,36.4,7.52,0.0,12.8,58.4,175.483,239320
Let Nas Down,J. Cole,56,Born Sinner,Saxophone in Hip Hop - R&B Lounge - Jazz Rap,r&b,neo soul,45.8,74.0,9,-5.65,0,24.5,2.56,0.0,29.6,37.0,79.255,277200
St. Tropez,J. Cole,61,2014 Forest Hills Drive,Neo-Jazz Soul RnB & Afro,r&b,neo soul,56.10000000000001,54.1,9,-9.818,0,7.109999999999999,5.4,3.71,6.2700000000000005,32.4,84.241,257920
Moonlight Bossa,Jazzinuf,53,Lapis Lazuli,Jazz Vibes,rap,hip hop,53.2,94.2,8,-5.425,0,9.65,16.6,18.2,21.8,59.9,179.825,141333
Soul Mates,Jazzinuf,52,Soul Mates,Lo-Fi Beats,rap,hip hop,51.7,50.9,3,-9.917,1,13.7,40.7,31.1,25.1,37.0,74.98,96343
Caffè Mocha,Jazzinuf,44,Dazzle,Sunny Beats,latin,tropical,87.9,54.400000000000006,0,-5.568,1,20.3,21.5,73.1,15.7,78.3,93.997,89361
Coconut Airline,Jazzinuf,42,Audio Bartending,Sunny Beats,latin,tropical,64.3,82.69999999999999,11,-9.572,0,18.5,5.9,94.1,37.0,89.1,83.032,163396
Moon and Tonic,Jazzinuf,44,Audio Bartending,Sunny Beats,latin,tropical,65.3,68.60000000000001,1,-10.433,1,27.4,25.5,77.4,11.8,94.6,85.045,121940
Bubbly,Jazzinuf,40,Audio Bartending,Sunny Beats,latin,tropical,76.9,52.2,11,-7.065,0,7.77,10.2,80.30000000000001,37.9,73.7,173.993,209763
Reflections (UOAK Remix),Jean Juan,30,Reflections (UOAK Remix),Deep Electronic Music 2020 & Progressive House,edm,progressive electro house,59.9,69.19999999999999,4,-6.347,1,3.29,24.5,0.0421,33.7,16.1,122.001,243934
Don't Forget Me,Jean Juan,40,Don't Forget Me,Deep Electronic Music 2020 & Progressive House,edm,progressive electro house,73.2,76.2,10,-7.234,0,3.69,13.5,0.859,14.000000000000002,53.8,107.014,165419
Reflections,Jean Juan,42,Reflections,Deep Electronic Music 2020 & Progressive House,edm,progressive electro house,66.2,71.6,1,-8.108,0,4.08,0.881,0.0916,15.1,14.099999999999998,120.955,193747
Only Me,Jean Juan,39,Only Me,Deep Electronic Music 2020 & Progressive House,edm,progressive electro house,64.2,84.5,1,-6.894,0,3.41,12.4,0.0125,7.52,47.1,123.975,168856
Little Black Dress,Jean Juan,33,Little Black Dress,Deep Electronic Music 2020 & Progressive House,edm,progressive electro house,57.9,77.9,7,-11.212,1,3.95,0.213,77.4,15.9,9.61,119.999,276000
Swimming Pools (Drank),Kendrick Lamar,7,Swimming Pools (Drank),BALLARE - رقص,pop,post-teen pop,65.60000000000001,44.6,1,-5.897,1,26.5,0.695,0.0419,8.799999999999999,20.3,74.543,247800
HUMBLE.,Kendrick Lamar,12,DAMN.,BALLARE - رقص,pop,post-teen pop,90.6,62.5,1,-6.779,0,9.03,0.0243,0.00323,9.75,42.3,150.018,177000
King Kunta,Kendrick Lamar,10,To Pimp A Butterfly,BALLARE - رقص,pop,post-teen pop,88.4,65.7,6,-4.569,0,9.77,0.5890000000000001,0.0,15.4,48.9,107.059,234693
HUMBLE.,Kendrick Lamar,84,DAMN.,10er Playlist,pop,electropop,90.8,62.1,1,-6.638,0,10.2,0.0282,0.00539,9.58,42.1,150.011,177000
HUMBLE.,Kendrick Lamar,84,DAMN.,Hip Hop Controller,rap,hip hop,90.8,62.1,1,-6.638,0,10.2,0.0282,0.00539,9.58,42.1,150.011,177000
LOVE. FEAT. ZACARI.,Kendrick Lamar,80,DAMN.,Hip Hop Controller,rap,hip hop,80.0,58.5,10,-7.343,1,9.24,26.4,0.0,15.3,77.9,126.058,213400
Poetic Justice,Kendrick Lamar,68,"good kid, m.A.A.d city (Deluxe)",Hip Hop Controller,rap,hip hop,77.9,57.2,6,-9.985,0,37.8,15.7,0.0,24.6,64.7,135.956,300160
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,73,DAMN.,Hip Hop Controller,rap,hip hop,65.8,53.5,9,-8.983,0,5.73,2.65,0.0,20.0,41.9,110.684,227360
m.A.A.d city,Kendrick Lamar,65,"good kid, m.A.A.d city (Deluxe)",Southern California Hip Hop Primer,rap,southern hip hop,48.7,72.89999999999999,2,-6.815,1,27.1,5.38,0.000407,44.0,21.7,91.048,350120
HUMBLE.,Kendrick Lamar,84,DAMN.,Southern California Hip Hop Primer,rap,southern hip hop,90.8,62.1,1,-6.638,0,10.2,0.0282,0.00539,9.58,42.1,150.011,177000
Backseat Freestyle,Kendrick Lamar,67,"good kid, m.A.A.d city (Deluxe)",Southern California Hip Hop Primer,rap,southern hip hop,54.6,65.10000000000001,1,-7.601,1,30.0,0.0739,0.0,23.5,64.60000000000001,77.878,212653
The Recipe - Bonus Track,Kendrick Lamar,60,"good kid, m.A.A.d city (Deluxe)",Southern California Hip Hop Primer,rap,southern hip hop,75.9,78.2,11,-6.975,0,7.41,0.0589,0.0,35.0,50.7,131.04,352853
HUMBLE.,Kendrick Lamar,12,DAMN.,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,rap,southern hip hop,90.6,62.5,1,-6.779,0,9.03,0.0243,0.00323,9.75,42.3,150.018,177000
DNA.,Kendrick Lamar,79,DAMN.,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",rap,southern hip hop,63.8,52.3,1,-6.664,1,35.7,0.4539999999999999,0.0,8.42,42.2,139.913,185947
HUMBLE.,Kendrick Lamar,7,HUMBLE.,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",rap,southern hip hop,90.7,59.1,1,-7.507,0,10.5,0.0359,0.00281,8.97,41.8,149.992,177604
XXX. FEAT. U2.,Kendrick Lamar,67,DAMN.,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",rap,southern hip hop,56.8,61.9,1,-6.899,1,41.4,13.8,0.00016700000000000002,11.0,29.3,170.115,254200
ELEMENT.,Kendrick Lamar,72,DAMN.,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",rap,southern hip hop,74.8,70.5,4,-4.547,0,48.5,20.4,0.0,24.6,48.3,189.891,208733
Swimming Pools (Drank),Kendrick Lamar,7,Swimming Pools (Drank),Hip-Hop 'n RnB,rap,southern hip hop,65.60000000000001,44.6,1,-5.897,1,26.5,0.695,0.0419,8.799999999999999,20.3,74.543,247800
A.D.H.D,Kendrick Lamar,15,Section.80,Hip-Hop 'n RnB,rap,southern hip hop,60.9,79.9,9,-6.883,1,24.0,33.0,0.0,10.8,58.2,157.74,215509
m.A.A.d city,Kendrick Lamar,67,"good kid, m.A.A.d city (Deluxe)",RAP Gangsta,rap,gangster rap,48.7,72.89999999999999,2,-6.815,1,27.1,5.38,0.000407,44.0,21.7,91.048,350120
Money Trees,Kendrick Lamar,66,"good kid, m.A.A.d city (Deluxe)",Chixtape 5 - Tory Lanez,r&b,urban contemporary,71.6,53.1,7,-7.355,1,12.2,7.03,0.0,22.4,34.4,71.994,386907
HUMBLE.,Kendrick Lamar,84,DAMN.,Chixtape 5 - Tory Lanez,r&b,urban contemporary,90.8,62.1,1,-6.638,0,10.2,0.0282,0.00539,9.58,42.1,150.011,177000
All The Stars (with SZA),Kendrick Lamar,79,Black Panther The Album Music From And Inspired By,PROJECT: Contemporary,r&b,urban contemporary,69.8,63.3,8,-4.946,1,5.970000000000001,6.05,0.0194,9.26,55.2,96.924,232187
LOVE. FEAT. ZACARI.,Kendrick Lamar,80,DAMN.,PROJECT: Contemporary,r&b,urban contemporary,80.0,58.5,10,-7.343,1,9.24,26.4,0.0,15.3,77.9,126.058,213400
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,73,DAMN.,PROJECT: Contemporary,r&b,urban contemporary,65.8,53.5,9,-8.983,0,5.73,2.65,0.0,20.0,41.9,110.684,227360
Swimming Pools (Drank),Kendrick Lamar,7,Swimming Pools (Drank),Urban/Trap - Contemporary RAP,r&b,urban contemporary,65.60000000000001,44.6,1,-5.897,1,26.5,0.695,0.0419,8.799999999999999,20.3,74.543,247800
m.A.A.d city,Kendrick Lamar,67,"good kid, m.A.A.d city (Deluxe)",Urban/Trap - Contemporary RAP,r&b,urban contemporary,48.7,72.89999999999999,2,-6.815,1,27.1,5.38,0.000407,44.0,21.7,91.048,350120
"Bitch, Don’t Kill My Vibe",Kendrick Lamar,64,"good kid, m.A.A.d city",Feeling Accomplished,r&b,hip pop,58.7,69.8,1,-8.948,1,9.43,1.52,0.0,44.2,9.85,133.954,310720
HUMBLE.,Kendrick Lamar,84,DAMN.,Hip pop,r&b,hip pop,90.8,62.1,1,-6.638,0,10.2,0.0282,0.00539,9.58,42.1,150.011,177000
DNA.,Kendrick Lamar,79,DAMN.,Hip pop,r&b,hip pop,63.8,52.3,1,-6.664,1,35.7,0.4539999999999999,0.0,8.42,42.2,139.913,185947
m.A.A.d city,Kendrick Lamar,67,"good kid, m.A.A.d city",Locker Room,edm,big room,48.7,72.89999999999999,2,-6.815,1,27.1,5.38,0.000407,44.0,21.7,91.048,350120
La Raza,Kid Frost,51,Hispanic Causing Panic,GTA San Andreas Radio Los Santos,rap,gangster rap,80.10000000000001,52.900000000000006,1,-14.875,1,9.62,4.06,0.0608999999999999,9.36,72.1,106.965,209067
La Raza,Kid Frost,51,Hispanic Causing Panic,Chicano Rap,latin,latin hip hop,80.10000000000001,52.900000000000006,1,-14.875,1,9.62,4.06,0.0608999999999999,9.36,72.1,106.965,209067
Ya Estuvo,Kid Frost,20,Hispanic Causing Panic,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,84.6,66.0,0,-12.988,1,17.8,14.2,0.0,22.9,92.3,101.991,245733
Como Tú (Magic Music Box),León Larregui,63,Solstis - De León Larregui,②⓪①⑨ mixed,rock,permanent wave,56.8,90.3,0,-7.647,1,9.82,0.0292,72.39999999999999,7.64,76.2,122.604,232120
Souvenir,León Larregui,62,Solstis - De León Larregui,②⓪①⑨ mixed,rock,permanent wave,59.4,57.8,4,-10.676,0,3.4000000000000004,67.9,12.3,10.5,53.6,77.481,239120
Locos,León Larregui,71,Voluma,②⓪①⑨ mixed,rock,permanent wave,72.39999999999999,64.60000000000001,10,-6.475,1,3.52,7.199999999999999,0.0157,9.23,95.7,112.019,177600
I,Lil Skies,81,Shelby,Electropop,pop,electropop,64.9,45.3,6,-7.28,1,8.5,62.7,0.0,11.6,43.1,99.183,181891
Nowadays (feat. Landon Cube),Lil Skies,76,Life of a Dark Rose,Sad Trap,rap,trap,74.5,64.60000000000001,6,-6.987,0,17.0,15.7,0.0,33.800000000000004,46.0,79.993,203908
I,Lil Skies,81,Shelby,Sad Trap,rap,trap,64.9,45.3,6,-7.28,1,8.5,62.7,0.0,11.6,43.1,99.183,181891
Play Wit Pussy,Mia X,10,Mama Drama,90s-2000s Southern Hip Hop / Crunk,rap,southern hip hop,82.3,63.9,1,-9.682,0,33.7,41.8,0.0,10.3,46.9,159.762,227200
You & Me,Mia X,8,Unlady Like,90s-2000s Southern Hip Hop / Crunk,rap,southern hip hop,66.3,47.4,1,-10.111,0,15.1,0.4349999999999999,2.92,13.7,54.0,159.849,278400
Bring It On,Mia X,14,Mama Drama,90s-2000s Southern Hip Hop / Crunk,rap,southern hip hop,73.7,89.2,2,-5.607,1,35.8,4.36,0.0,7.979999999999999,66.2,173.786,310827
Whatcha Wanna Do,Mia X,21,Mama Drama,90s-2000s Southern Hip Hop / Crunk,rap,southern hip hop,70.89999999999999,58.7,11,-8.582,0,10.7,0.441,0.0,14.000000000000002,31.3,84.94,280200
One More Night,Michael Kiwanuka,61,Love & Hate,Sexy Soul 2020,r&b,neo soul,68.4,76.4,6,-5.342,0,2.54,1.29,0.0171,14.099999999999998,94.4,107.806,233413
Any Day Will Do Fine,Michael Kiwanuka,29,Home Again,Sexy Soul 2020,r&b,neo soul,52.2,37.7,5,-11.692,0,3.32,62.6,0.0,11.8,37.4,104.968,220000
Cold Little Heart - Radio Edit,Michael Kiwanuka,71,Cold Little Heart (Radio Edit),Sexy Soul 2020,r&b,neo soul,62.9,57.99999999999999,7,-6.208,0,2.78,35.7,0.0353,43.6,65.5,110.264,210300
23,Mike WiLL Made-It,68,23,The Sound of Southern Hip Hop,rap,southern hip hop,85.9,59.9,9,-5.254,1,6.140000000000001,0.0362,0.00082,13.0,31.9,140.005,252520
Y'all Ain't Ready (feat. 2 Chainz),Mike WiLL Made-It,34,Ransom 2,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",rap,southern hip hop,75.9,70.5,1,-5.21,1,22.3,0.8059999999999999,0.0,88.9,15.0,140.048,222657
Razzle Dazzle (feat. Future),Mike WiLL Made-It,39,Ransom 2,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",rap,southern hip hop,76.9,60.3,1,-5.815,1,8.799999999999999,17.7,0.0,17.2,25.5,120.051,216041
"Gucci On My (feat. 21 Savage, YG & Migos)",Mike WiLL Made-It,60,Ransom 2,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",rap,southern hip hop,93.4,35.9,1,-5.133,1,23.0,17.299999999999997,0.000811,15.2,8.86,140.004,274847
"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",Mike WiLL Made-It,62,Ransom 2,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",rap,southern hip hop,74.1,56.2,4,-5.474,0,16.5,17.2,0.0,7.51,29.2,180.068,240926
"Runnin (with A$AP Rocky, A$AP Ferg & Nicki Minaj)",Mike WiLL Made-It,66,Creed II: The Album,RAP Gangsta,rap,gangster rap,54.50000000000001,97.5,10,-3.193,0,45.4,17.0,0.0,14.499999999999998,60.9,123.906,131674
Aries (YuGo) Part 2 (with Rae Sremmurd & Big Sean feat. Quavo & Pharrell),Mike WiLL Made-It,62,Aries (YuGo) Part 2 (with Rae Sremmurd & Big Sean feat. Quavo & Pharrell),Trap Americana,rap,trap,87.1,55.2,4,-4.953,0,5.09,12.8,0.0,27.200000000000003,27.0,141.973,273087
Work It,Missy Elliott,70,Under Construction,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,rap,southern hip hop,88.4,67.7,1,-5.603,1,28.3,7.779999999999999,0.0,7.32,58.4,101.868,263227
One Minute Man (feat. Ludacris),Missy Elliott,56,Miss E... So Addictive,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,rap,southern hip hop,62.2,66.9,9,-8.419,1,32.9,2.66,0.000297,15.2,56.99999999999999,93.839,252987
Bad Man,Missy Elliott,42,The Cookbook,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,rap,southern hip hop,84.0,74.7,4,-9.112,0,43.5,48.1,0.00155,10.4,40.5,120.848,312333
Work It,Missy Elliott,70,Under Construction,90s/00s Hip Hop & RnB,r&b,hip pop,88.4,67.7,1,-5.603,1,28.3,7.779999999999999,0.0,7.32,58.4,101.868,263227
Get Ur Freak On,Missy Elliott,70,Miss E... So Addictive,90s/00s Hip Hop & RnB,r&b,hip pop,79.7,75.0,0,-9.369,1,24.7,53.3,10.8,9.5,74.0,177.87,211120
Certo pra Você,MTK,32,Certo pra Você,Brisa Pop,r&b,hip pop,78.3,60.8,4,-6.913,0,3.54,16.6,0.0,10.7,64.0,117.988,211541
Me Diz,MTK,46,Me Diz,Brisa Pop,r&b,hip pop,66.8,42.0,3,-9.187,0,3.4000000000000004,72.0,0.0,8.37,78.10000000000001,124.051,193558
"Pode Me Esperar (feat. Meucci, Tasdan & Agatha)",MTK,54,"Pode Me Esperar (feat. Meucci, Tasdan & Agatha)",Brisa Pop,r&b,hip pop,68.89999999999999,68.10000000000001,11,-6.578,0,2.89,26.5,0.0,27.200000000000003,61.5,104.064,210012
Despedida (feat. Anna & RNT),MTK,45,Despedida (feat. Anna & RNT),Brisa Pop,r&b,hip pop,67.0,56.2,7,-6.036,0,3.5000000000000004,59.6,0.0,7.26,44.6,85.887,262587
Limbo (feat. Gilli),NODE,61,Limbo (feat. Gilli),DK rap,rap,hip hop,82.69999999999999,68.2,6,-5.837,1,10.2,9.88,0.0,22.5,84.39999999999999,130.009,169206
Mafiosa,NODE,53,Samme Vej,DK rap,rap,hip hop,82.89999999999999,71.7,3,-7.112,0,5.37,49.3,0.00399,7.670000000000001,75.4,119.943,191534
